notes_clean,injured,activated,days_injured,injury_type,injury_duration,player_name,year_end,position,height,weight,college,career_length,prior_injuries
placed on il with right knee injury,2019-10-24,2019-11-10,17.0,joint,medium,Allen Crabbe,2020,G-F,6-5,212.0,California,7,6
placed on il with illness,2019-12-02,2019-12-08,6.0,illness,short,Allen Crabbe,2020,G-F,6-5,212.0,California,7,7
placed on il with illness,2020-01-17,2020-01-20,3.0,illness,short,Allen Crabbe,2020,G-F,6-5,212.0,California,7,8
placed on il with left knee injury,2020-01-27,2020-02-05,9.0,joint,medium,Allen Crabbe,2020,G-F,6-5,212.0,California,7,9
placed on ir with broken right thumb,1999-11-24,1999-12-11,17.0,bone,medium,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,0
placed on ir with inflamed right elbow and broken right toe,2000-04-08,2000-04-21,13.0,bone,medium,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,1
placed on ir with right shoulder inflammation  broken left toe,2000-04-18,2000-04-21,3.0,bone,short,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,2
placed on ir with broken left index finger,2002-03-24,2002-04-18,25.0,bone,medium,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,3
placed on il with flu,2009-02-10,2009-02-11,1.0,illness,short,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,4
placed on il with partially torn left hamstring,2009-10-28,2009-11-02,5.0,muscle,short,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,5
placed on il with arthritis in left knee,2009-12-19,2009-12-28,9.0,joint,medium,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,6
placed on il with right knee injury,2010-01-09,2010-01-11,2.0,joint,short,Allen Iverson,2010,G,6-0,165.0,Georgetown University,14,7
placed on il with strained left hamstring,2018-12-12,2018-12-25,13.0,muscle,medium,Allonzo Trier,2020,G,6-4,200.0,Arizona,2,0
placed on il with strained left calf out for season,2019-03-20,2019-12-20,275.0,muscle,long,Allonzo Trier,2020,G,6-4,200.0,Arizona,2,1
placed on il with concussion,2019-12-13,2019-12-20,7.0,concussion,short,Allonzo Trier,2020,G,6-4,200.0,Arizona,2,2
placed on il with illness,2020-02-06,2020-02-12,6.0,illness,short,Allonzo Trier,2020,G,6-4,200.0,Arizona,2,3
placed on il recovering from surgery on knee,1997-10-30,1997-12-17,48.0,joint,long,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,0
placed on ir with a right hip pointer  slight eye fracture,1999-05-04,1999-05-05,1.0,bone,short,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,1
placed on il with right knee tendinitis,2004-12-27,2005-02-11,46.0,joint,long,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,2
placed on il with upper respiratory infection,2005-12-20,2005-12-23,3.0,illness,short,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,3
placed on il with flu,2006-02-09,2006-02-12,3.0,illness,short,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,4
placed on il with sprained left foot,2006-03-08,2006-03-10,2.0,joint,short,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,5
placed on il with partially torn right calf muscle,2006-03-24,2007-01-27,309.0,muscle,long,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,6
placed on il with flulike symptoms,2007-01-26,2007-01-27,1.0,illness,short,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,7
placed on il with bruised right knee,2007-03-21,2007-03-26,5.0,joint,short,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,8
placed on il with torn patellar tendon in right knee,2007-12-20,,,joint,unknown,Alonzo Mourning,2008,C,6-10,240.0,Georgetown University,16,9
placed on il with sprained right ankle,2002-12-26,2003-01-05,10.0,joint,medium,Alton Ford,2004,F,6-9,275.0,Houston,3,0
placed on il with broken bone in foot,1987-04-03,1996-01-18,3212.0,bone,long,Alton Lister,1998,C-F,7-0,240.0,Arizona State,17,0
placed on il with strained left hamstring,1996-01-05,1996-01-18,13.0,muscle,medium,Alton Lister,1998,C-F,7-0,240.0,Arizona State,17,1
placed on ir with torn rotator cuff in right shoulder,1996-11-08,1996-12-21,43.0,joint,medium,Alton Lister,1998,C-F,7-0,240.0,Arizona State,17,2
placed on ir with infected left shoulder,1997-10-30,1997-12-21,52.0,joint,long,Alton Lister,1998,C-F,7-0,240.0,Arizona State,17,3
placed on ir with shoulder injury,1997-12-27,1998-01-07,11.0,joint,medium,Alton Lister,1998,C-F,7-0,240.0,Arizona State,17,4
placed on il with left knee tendinitis,1998-02-13,1998-03-17,32.0,joint,medium,Alton Lister,1998,C-F,7-0,240.0,Arizona State,17,5
placed on il with right knee tendinitis,2001-10-29,2001-11-09,11.0,joint,medium,Alvin Jones,2002,C,6-11,265.0,Georgia Tech,1,0
placed on il with sprained left ankle,2001-11-23,2002-03-01,98.0,joint,long,Alvin Jones,2002,C,6-11,265.0,Georgia Tech,1,1
placed on il with right knee surgery out 23 weeks,1998-02-18,1998-03-29,39.0,joint,medium,Alvin Williams,2007,G,6-5,185.0,Villanova,10,0
placed on il recovering from surgery on right knee,2004-02-28,2004-03-17,18.0,joint,medium,Alvin Williams,2007,G,6-5,185.0,Villanova,10,1
placed on il with sore right knee,2004-03-24,2004-07-01,99.0,joint,long,Alvin Williams,2007,G,6-5,185.0,Villanova,10,2
placed on il with right knee inflammation,2004-11-01,2005-02-13,104.0,joint,long,Alvin Williams,2007,G,6-5,185.0,Villanova,10,3
placed on il with right knee patella tendinitis,1996-10-31,1996-11-19,19.0,joint,medium,Amal McCaskill,2004,F-C,6-11,235.0,Marquette,8,0
placed on il with strained right elbow,1997-04-15,1997-04-20,5.0,muscle,short,Amal McCaskill,2004,F-C,6-11,235.0,Marquette,8,1
placed on il with left knee tendinitis,2002-02-14,2002-04-16,61.0,joint,long,Amal McCaskill,2004,F-C,6-11,235.0,Marquette,8,2
placed on il with strained lower back,2004-03-12,2004-03-22,10.0,muscle,medium,Amal McCaskill,2004,F-C,6-11,235.0,Marquette,8,3
placed on il with sprained left ankle,2003-12-06,2004-01-09,34.0,joint,medium,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,0
placed on il with surgery on left knee,2005-10-31,2006-03-23,143.0,joint,long,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,1
placed on il recovering from surgery on right knee,2007-11-04,2007-11-09,5.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,2
placed on il with sprained right big toe,2011-02-12,2011-02-16,4.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,3
placed on il with sprained ankle,2011-04-08,2011-04-13,5.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,4
placed on il recovering from arthroscopic surgery on left knee,2012-11-02,2013-01-01,60.0,joint,long,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,5
placed on il with knee injury,2013-03-09,2013-05-11,63.0,joint,long,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,6
placed on il with sore right knee,2013-12-18,2013-12-20,2.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,7
placed on il with sprained left ankle,2014-01-28,2014-02-01,4.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,8
placed on il with sore right knee,2015-01-07,2015-01-15,8.0,joint,medium,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,9
placed on il with sprained left ankle,2015-02-19,2015-02-22,3.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,10
placed on il with rehab of knee,2015-10-28,2015-10-30,2.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,11
placed on il with rehab of knee,2015-11-03,2015-11-05,2.0,joint,short,Amar'e Stoudemire,2016,F-C,6-10,245.0,Skipped college,14,12
placed on il with sprained right ankle,2011-02-11,2011-02-13,2.0,joint,short,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,0
placed on il with sprained left ankle,2011-03-11,2011-03-18,7.0,joint,short,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,1
placed on il with ankle injury,2014-02-10,2014-02-18,8.0,joint,medium,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,2
placed on il with right ankle injury,2014-04-04,2014-04-11,7.0,joint,short,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,3
placed on il with sprained left ankle,2014-11-02,2014-11-07,5.0,joint,short,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,4
placed on il with sprained right ankle,2015-04-08,2015-04-14,6.0,joint,short,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,5
placed on il with illness,2017-04-08,2017-04-10,2.0,illness,short,Amir Johnson,2019,F-C,6-9,240.0,Skipped college,14,6
placed on il with patella tendinitis in left knee,2004-11-17,2004-11-29,12.0,joint,medium,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,0
placed on il with high left ankle sprain expected to be out 46 weeks,2005-02-01,2005-02-02,1.0,joint,short,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,1
placed on il with strained neck  flu,2006-12-29,2006-12-30,1.0,muscle,short,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,2
placed on il with sprained left ankle,2008-01-30,2008-02-26,27.0,joint,medium,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,3
placed on il with hamstring injury,2010-03-28,2010-04-06,9.0,muscle,medium,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,4
placed on il with fractured cheekbone,2011-01-01,2011-01-05,4.0,bone,short,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,5
placed on il with torn tendon in right ankle out for season,2011-01-14,2011-02-25,42.0,joint,medium,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,6
placed on il with right ankle injury out for season,2011-02-27,2012-11-09,621.0,joint,long,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,7
placed on il with fractured bone in right wrist,2012-02-11,2012-11-09,272.0,bone,long,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,8
placed on il with bruised right knee,2012-11-07,2012-11-09,2.0,joint,short,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,9
placed on il with bruised right knee,2012-12-19,2014-02-01,409.0,joint,long,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,10
placed on il with bruised left knee,2014-01-28,2014-02-01,4.0,joint,short,Anderson Varejao,2017,F-C,6-10,273.0,Skipped college,13,11
placed on ir with torn right knee ligaments,1999-11-01,1999-12-17,46.0,joint,long,Andrae Patterson,2000,F,6-9,238.0,Indiana,2,0
placed on ir with rehab from right knee surgery,2000-01-07,2000-04-19,103.0,joint,long,Andrae Patterson,2000,F,6-9,238.0,Indiana,2,1
placed on il with right knee injury,2000-10-30,2001-07-23,266.0,joint,long,Andrae Patterson,2000,F,6-9,238.0,Indiana,2,2
placed on il with sprained left knee,2007-03-26,2007-04-07,12.0,joint,medium,Andray Blatche,2014,F,6-11,235.0,Skipped college,9,0
placed on il with sore left knee,2010-12-14,2010-12-18,4.0,joint,short,Andray Blatche,2014,F,6-11,235.0,Skipped college,9,1
placed on il with sprained right shoulder,2011-03-12,2011-03-18,6.0,joint,short,Andray Blatche,2014,F,6-11,235.0,Skipped college,9,2
placed on il with sprained right shoulder,2011-03-20,2011-03-30,10.0,joint,medium,Andray Blatche,2014,F,6-11,235.0,Skipped college,9,3
placed on il with strained left calf,2012-01-30,2012-03-03,33.0,muscle,medium,Andray Blatche,2014,F,6-11,235.0,Skipped college,9,4
placed on il with illness,2014-04-09,2014-04-11,2.0,illness,short,Andray Blatche,2014,F,6-11,235.0,Skipped college,9,5
placed on il with strained hamstring,2004-11-01,2004-11-23,22.0,muscle,medium,Andre Barrett,2008,G,5-10,172.0,Seton Hall,4,0
placed on il with right knee tendinitis,2004-12-22,2005-01-02,11.0,joint,medium,Andre Barrett,2008,G,5-10,172.0,Seton Hall,4,1
placed on il with stress fracture in back,2013-02-08,2013-03-29,49.0,bone,long,Andre Drummond,2022,C,6-10,279.0,UConn,10,0
placed on il with soresprained right ankle,2016-11-14,2016-11-16,2.0,joint,short,Andre Drummond,2022,C,6-10,279.0,UConn,10,1
placed on il with concussion,2019-01-19,2019-01-25,6.0,concussion,short,Andre Drummond,2022,C,6-10,279.0,UConn,10,2
placed on il with strained left calf,2020-02-26,2020-02-29,3.0,muscle,short,Andre Drummond,2022,C,6-10,279.0,UConn,10,3
placed on il with strained left shoulder,2022-10-29,2022-11-09,11.0,muscle,medium,Andre Drummond,2022,C,6-10,279.0,UConn,10,4
placed on il with left knee tendinitis,2004-11-01,2005-01-14,74.0,joint,long,Andre Emmett,2012,F,6-5,230.0,Texas Tech,8,0
placed on il with a sprained right ankle,2005-01-25,2005-03-04,38.0,joint,medium,Andre Emmett,2012,F,6-5,230.0,Texas Tech,8,1
placed on il with left knee tendinitis,2005-03-14,,,joint,unknown,Andre Emmett,2012,F,6-5,230.0,Texas Tech,8,2
placed on il with right knee tendinitis,2011-03-19,2011-03-23,4.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,0
placed on il with right knee tendinitis out for season,2011-04-11,2013-12-17,981.0,joint,long,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,1
placed on il with strained left hamstring,2013-11-23,2013-12-17,24.0,muscle,medium,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,2
placed on il with right knee injury,2014-03-18,2014-03-28,10.0,joint,medium,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,3
placed on il with tighness in hamstring,2016-03-01,2016-03-03,2.0,muscle,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,4
placed on il with tightness in left hamstring,2016-03-07,2016-03-09,2.0,muscle,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,5
placed on il with sprained left ankle,2016-03-14,2016-04-05,22.0,joint,medium,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,6
placed on il with strained left hip,2017-03-21,2017-03-24,3.0,muscle,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,7
placed on il with sore left knee,2017-05-16,2017-05-20,4.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,8
placed on il with strained back,2017-10-17,2017-10-20,3.0,muscle,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,9
placed on il with sore left knee,2017-12-01,2017-12-04,3.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,10
placed on il with flu,2017-12-20,2017-12-22,2.0,illness,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,11
placed on il with sprained left wrist,2018-03-08,2018-03-14,6.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,12
placed on il with sore left knee,2018-03-31,2018-04-07,7.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,13
placed on il with sore left knee,2018-04-08,2018-04-14,6.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,14
placed on il with left hamstring injury,2019-02-10,2019-02-12,2.0,muscle,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,15
placed on il with illness,2019-02-28,2019-03-02,2.0,illness,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,16
placed on il with sore right knee,2021-11-19,2021-12-11,22.0,joint,medium,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,17
placed on il with sore right knee,2021-12-22,2021-12-28,6.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,18
placed on il with sore right knee,2022-01-03,2022-01-06,3.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,19
placed on il with right knee inflammation,2022-06-05,2022-06-08,3.0,joint,short,Andre Iguodala,2022,G-F,6-6,215.0,Arizona,18,20
placed on il with illness,2015-11-16,2015-11-18,2.0,illness,short,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,0
placed on il with sprained left ankle,2017-12-11,2017-12-15,4.0,joint,short,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,1
placed on il with patellar tendinitis in left knee,2017-12-31,2018-01-17,17.0,joint,medium,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,2
placed on il recovering from surgery on left knee to repair torn patellar tendon out for season,2018-01-28,2020-07-31,915.0,joint,long,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,3
placed on il recovering from surgery on left knee to repair torn patellar tendon out for season date approximate,2018-10-01,2020-07-31,669.0,joint,long,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,4
placed on il with left knee injury,2019-10-23,2020-07-31,282.0,joint,long,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,5
placed on il with sore right ankle,2020-08-09,2020-08-10,1.0,joint,short,Andre Roberson,2021,G-F,6-7,210.0,Colorado,8,6
placed on il with flu,2007-01-24,2007-01-26,2.0,illness,short,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,0
placed on il with hyperextended left knee,2007-12-03,2007-12-11,8.0,joint,medium,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,1
placed on il with sore right ankle,2009-12-09,2009-12-11,2.0,joint,short,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,2
placed on il with strained left calf,2010-12-27,2011-01-04,8.0,muscle,medium,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,3
placed on il with flu,2011-03-09,2011-03-11,2.0,illness,short,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,4
placed on il with sore right ankle,2011-04-03,2011-04-05,2.0,joint,short,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,5
placed on il with sore right ankle out for season,2011-04-06,2012-01-24,293.0,joint,long,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,6
placed on il with strained left calf,2012-01-22,2012-01-24,2.0,muscle,short,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,7
placed on il with strained left calf,2012-01-27,2012-03-11,44.0,muscle,medium,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,8
placed on il with torn ligament in right elbow,2012-12-12,2013-02-06,56.0,joint,long,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,9
placed on il with strained right elbow out for season,2013-03-10,2014-12-31,661.0,muscle,long,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,10
placed on il with torn ligament in left elbow out for season,2014-01-24,2014-12-31,341.0,joint,long,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,11
placed on il with strained right hamstring,2014-10-29,2014-12-31,63.0,muscle,long,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,12
placed on il with sore hamstring,2015-12-01,2015-12-10,9.0,muscle,medium,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,13
placed on il with illness,2016-02-19,2016-02-20,1.0,illness,short,Andrea Bargnani,2016,F-C,7-0,245.0,Skipped college,10,14
placed on il with sprained mcl in right knee,2004-11-30,2005-01-22,53.0,joint,long,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,0
placed on il with broken left wrist,2005-03-26,2005-11-29,248.0,bone,long,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,1
placed on il with sprained right ankle,2006-11-14,2006-11-24,10.0,joint,medium,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,2
placed on il with bruised left knee,2007-02-24,2007-02-26,2.0,joint,short,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,3
placed on il with muscle spasms in right calf,2008-03-30,2008-04-02,3.0,muscle,short,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,4
placed on il with strained right index finger,2008-11-14,2008-11-17,3.0,muscle,short,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,5
placed on il with right ankle injury,2009-01-21,2009-02-17,27.0,joint,medium,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,6
placed on il with strained left calf,2010-03-22,2010-03-26,4.0,muscle,short,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,7
placed on il with strained left calf,2010-04-17,2010-05-08,21.0,muscle,medium,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,8
placed on il with strained lower back,2010-12-29,2011-01-01,3.0,muscle,short,Andrei Kirilenko,2015,F,6-9,220.0,Skipped college,14,9
